"Kod";"Nazwa";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;ogółem;2021;[zł]";"rynek pierwotny;ogółem;2022;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;do 40 m2;2021;[zł]";"rynek pierwotny;do 40 m2;2022;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2021;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2022;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2021;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2022;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2021;[zł]";"rynek pierwotny;od 80,1 m2;2022;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;ogółem;2021;[zł]";"rynek wtórny;ogółem;2022;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;do 40 m2;2021;[zł]";"rynek wtórny;do 40 m2;2022;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2021;[zł]";"rynek wtórny;od 40,1 do 60 m2;2022;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2021;[zł]";"rynek wtórny;od 60,1 do 80 m2;2022;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2021;[zł]";"rynek wtórny;od 80,1 m2;2022;[zł]";
3011000;"Powiat kościański";186784;192264;210598;218963;;137827;137522;145954;153884;;180262;186424;198736;207910;;280534;294602;263747;282139;;329000;0;346800;339200;;142890;148139;203046;213507;;94813;83491;106827;117008;;132262;120293;177115;196676;;132458;161950;225003;203556;;189057;211033;268688;288037;;
3012000;"Powiat krotoszyński";196147;194115;214040;234169;;119074;139499;158323;0;;183135;196408;199540;219600;;234348;247788;260086;262467;;0;0;0;0;;160595;151648;158687;175189;;91122;106014;104480;96828;;130655;144437;148164;179456;;189667;204995;201751;194206;;235523;178536;218111;220460;;
3013000;"Powiat leszczyński";225928;245240;222521;293080;;137251;131280;167086;275889;;191594;0;190836;240973;;225186;290575;275607;279257;;283385;273893;307260;338962;;203783;214182;228900;270323;;0;96333;115259;145273;;161677;173317;175272;186994;;184088;222688;217475;237231;;294715;290199;314057;345695;;
3014000;"Powiat międzychodzki";159673;189670;220658;203665;;0;0;0;162800;;155280;0;203833;182409;;163333;185116;205583;219188;;0;0;272667;307500;;131286;140986;152548;177551;;97043;87054;94755;119794;;133109;125976;148930;127071;;145709;158217;167393;198411;;179501;248857;240500;280624;;
3015000;"Powiat nowotomyski";181528;231500;226763;254772;;0;0;136830;0;;170672;0;213546;210184;;211777;240615;258120;263323;;0;0;0;0;;155773;173004;199222;224975;;85154;110484;107286;102915;;151126;167309;192069;225025;;174167;198549;222363;267343;;205412;216387;228630;269154;;
3016000;"Powiat obornicki";202930;215210;220559;264022;;0;0;163684;0;;186858;190676;209391;226787;;248528;256646;274162;301739;;0;342248;334285;351740;;164722;185705;213948;228468;;101100;101321;107255;129570;;165566;181591;192408;200678;;203617;216471;239286;248275;;164929;285462;329046;355826;;
3017000;"Powiat ostrowski";180674;188420;204222;238313;;125022;135764;145677;154797;;174293;189139;200896;229901;;218082;226685;252841;287025;;0;0;343600;320667;;147868;173532;176836;198341;;105395;119029;122677;143858;;141811;176752;177170;190137;;177701;198629;223829;239739;;210154;211896;165025;242063;;
3018000;"Powiat ostrzeszowski";190598;207200;198302;0;;125422;0;0;0;;185390;207200;188221;0;;242861;0;269286;0;;0;0;0;0;;156838;149533;166403;190907;;77600;127000;83290;106667;;148269;145176;174010;205667;;189322;179667;176967;154667;;208500;0;208333;268474;;
3019000;"Powiat pilski";215234;249117;260308;277658;;144343;158952;176269;182743;;197261;227135;235913;243008;;271107;310549;329539;337267;;360180;462143;468869;492173;;180007;201391;216519;236413;;118023;135885;147093;164698;;173185;200166;210802;231060;;226972;259557;278255;282264;;329754;319372;387680;406723;;
3020000;"Powiat pleszewski";221025;187045;217428;264416;;0;117412;0;0;;0;197794;201951;0;;0;226223;241102;260064;;0;0;292649;297876;;177811;203944;200687;220566;;102136;95000;129402;122000;;148511;153951;162873;213393;;207648;263010;279040;268173;;268833;258333;189447;0;;
3021000;"Powiat poznański";285558;317527;334731;360610;;156344;157545;177158;175538;;219668;241738;253457;260429;;300529;305957;321486;346534;;394801;412086;428918;460709;;292261;314280;335858;361654;;171182;190106;192270;209017;;244057;268410;283575;309522;;302517;338436;361949;414003;;386817;424118;461205;551703;;
3022000;"Powiat rawicki";186894;197966;217723;292407;;141575;145526;136206;0;;174286;182076;213439;269750;;233096;253705;252573;0;;0;0;341065;324900;;130240;139518;189829;184420;;93603;80083;123192;139150;;119435;145952;165540;188196;;165263;149180;248906;222750;;169358;197900;286427;179124;;
3023000;"Powiat słupecki";0;81083;0;0;;0;81083;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;134747;140010;163122;183435;;105871;85889;70611;140762;;158062;161301;165859;186608;;134889;120500;211833;209938;;0;143000;187500;248600;;
3024000;"Powiat szamotulski";196636;203535;235098;256972;;116468;135833;153132;170749;;191825;191074;219816;233140;;231949;237438;263657;250886;;267544;305801;334352;380229;;174984;190428;212549;228415;;110713;108216;130215;139429;;143577;157421;182840;193119;;193196;203549;215464;245098;;276823;309693;316371;354937;;
3025000;"Powiat średzki";184884;197294;217816;227886;;133720;137969;0;155946;;170861;176871;199571;223126;;236859;227427;229122;247784;;0;293635;0;317402;;154809;185949;195267;225656;;108625;142203;175926;117503;;148437;171322;187685;206025;;187174;220737;223529;290895;;196750;0;206000;0;;
3026000;"Powiat śremski";196845;200001;222928;244885;;129932;154567;168244;173638;;176906;189677;225312;232828;;232786;228385;284207;275131;;351156;416069;374287;399286;;175609;186109;202991;242077;;108750;124559;118551;154915;;162130;174536;178629;214632;;195456;220685;199944;252586;;272139;292100;325830;387825;;
3027000;"Powiat turecki";153356;152779;178061;260767;;0;0;128238;0;;160025;161056;197000;213500;;0;0;199475;301950;;0;0;0;0;;135658;152975;157001;176621;;87319;104734;99761;130663;;137798;164196;167836;192592;;187170;219623;237453;229926;;228667;0;0;0;;
3028000;"Powiat wągrowiecki";177414;186162;234584;225199;;0;129600;166669;134215;;163157;178397;215740;213709;;249195;269303;269886;280864;;265525;258650;287936;307971;;131895;151817;164633;196302;;91389;101275;111500;131824;;120714;154920;150389;206405;;178523;165444;217770;200921;;161183;181343;209455;265528;;
3029000;"Powiat wolsztyński";227890;256257;247669;262877;;0;0;0;0;;205358;257300;230222;241334;;252719;0;275183;308547;;343333;0;0;0;;175404;194949;192367;230845;;89149;103375;104250;0;;146905;194273;172154;203323;;233764;207727;195899;258023;;284438;257608;289989;259060;;
3030000;"Powiat wrzesiński";183221;206083;203775;233916;;127082;136982;141027;159713;;173912;191973;197425;218078;;220327;264399;249657;276075;;335117;351609;382502;425998;;173974;191161;209285;232087;;106135;118449;130375;157049;;177058;181962;210221;224660;;211544;235479;253523;277488;;247078;341951;344633;344659;;
3031000;"Powiat złotowski";195482;184352;214385;223976;;0;131089;135957;124500;;188870;194133;195292;252404;;215119;221116;237223;0;;0;0;375667;0;;126123;155497;176618;173300;;80654;85197;98128;98251;;111906;152057;171924;170234;;162465;192198;210580;229984;;174254;206680;259266;245156;;
3061000;"Powiat m. Kalisz";189463;209523;228087;235000;;110080;110242;129762;160155;;178019;206820;219147;222129;;237056;258652;297221;303913;;344282;0;0;0;;149673;171584;195977;212757;;99625;114502;125596;144986;;155930;181165;205168;218758;;198403;216718;249322;279851;;244232;281125;291733;282590;;
3062000;"Powiat m. Konin";206633;237918;272391;273433;;127565;0;160951;189372;;208479;194340;291046;274457;;266893;287134;325072;363400;;374013;290333;0;417648;;143326;160421;179277;191085;;103639;111797;134574;140964;;155280;169968;198480;200405;;203159;224930;250156;253137;;256800;262375;258583;246409;;
3063000;"Powiat m. Leszno";255392;242216;231684;302763;;174278;155473;161506;175865;;240511;234532;216371;263513;;295836;300594;301369;350980;;384565;376651;379561;387435;;207715;225373;241636;259298;;123203;135172;153909;169428;;193659;195674;202407;226424;;240828;258998;268092;273693;;301075;348821;359808;365903;;
3064000;"Powiat m. Poznań";340371;338779;361579;411276;;226782;235439;232604;271041;;319573;330941;340876;382204;;432519;441550;476476;520058;;623748;582467;655993;719394;;308683;331090;368686;382816;;213686;232064;260667;270002;;292281;313262;353824;370546;;371625;396279;440490;475088;;522971;565232;609722;680566;;
3200000;"ZACHODNIOPOMORSKIE";303942;294952;345597;370816;;215332;208574;283111;313253;;286566;296779;339698;331175;;362133;356009;369470;447163;;591430;500432;581676;602319;;194361;222898;213379;262034;;134466;147982;155405;194322;;183396;206665;196262;244010;;225938;263696;248130;293664;;332467;381905;372887;446138;;
3201000;"Powiat białogardzki";203206;178025;223974;240317;;0;0;0;145078;;175017;175209;211935;220875;;249281;0;316273;313858;;0;0;0;0;;99527;116151;116919;150541;;62772;69260;79898;102804;;93549;112111;110933;132959;;129389;147125;145017;193144;;166834;194491;221636;226950;;
3202000;"Powiat choszczeński";213120;176344;234057;218019;;0;0;0;0;;177304;157990;202459;160875;;236220;187495;233931;218981;;323680;0;0;0;;103672;116113;139262;164086;;75252;71866;69587;106176;;100175;116493;131732;151216;;118385;153094;173529;189068;;141667;124000;255647;274159;;
3203000;"Powiat drawski";268233;279067;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;357500;0;0;;118177;123356;134398;140130;;64916;79961;77993;91622;;114484;117942;127284;134496;;141542;153417;163801;160776;;213934;179385;217543;209388;;
3204000;"Powiat goleniowski";199534;267741;290661;228326;;157439;176861;0;0;;225843;230699;267464;217762;;0;302713;0;277766;;0;389342;420162;0;;180585;195992;216085;232590;;111747;126406;149512;166714;;163750;200389;208385;221633;;205236;239337;257098;317804;;315295;295514;370662;352950;;
3205000;"Powiat gryficki";314657;303535;420018;469934;;0;0;462713;391849;;278221;147409;391492;441260;;426940;344944;489670;655074;;0;0;374309;387320;;127392;141235;168453;184275;;88345;105761;114438;117808;;125576;139299;168968;193239;;147321;163901;195665;194901;;237853;215175;231296;261833;;
3206000;"Powiat gryfiński";423213;415383;259085;271134;;0;0;179500;192392;;0;0;240984;246695;;0;329422;363667;398471;;437833;458363;0;545910;;140020;159051;172491;180926;;93212;101384;104476;101136;;126907;145985;163518;171455;;182253;187633;188920;239060;;171241;240682;308955;264500;;
3207000;"Powiat kamieński";358432;353325;506412;491765;;281939;314465;421075;432852;;387882;433427;512661;513843;;495668;0;924197;704870;;1060150;0;1462738;903947;;217539;263727;311752;363705;;177895;196080;283819;375551;;227988;283113;318430;319877;;234227;311882;342136;413734;;277064;336589;391710;464909;;
3208000;"Powiat kołobrzeski";305056;327993;441072;380860;;267137;262243;344329;319938;;292248;340131;469000;357846;;476711;492334;538872;501914;;602533;639449;0;600868;;265144;298185;325902;365316;;209143;221235;254483;292715;;277723;295763;326909;362296;;283038;347182;317738;406707;;413639;454322;489155;557513;;
3209000;"Powiat koszaliński";586845;256706;340537;406000;;288818;141127;254836;289118;;550453;452547;394938;442391;;906893;456536;490995;554804;;2675864;1180325;935450;1510829;;137949;178731;197879;271640;;116818;148606;174120;235393;;129538;162910;202472;269454;;142919;204725;177846;228978;;287923;344295;344643;496350;;
3210000;"Powiat myśliborski";229637;196545;210962;237993;;0;128498;169099;157956;;184313;201119;174612;219480;;234988;0;238717;280416;;330356;314342;341839;341646;;125224;140391;147811;183146;;87962;99219;95690;118850;;135933;137447;141156;179711;;123569;174364;210153;226696;;172042;220971;186550;302133;;
3211000;"Powiat policki";311474;355394;372093;432583;;155405;149168;189740;235522;;237205;247573;291011;289499;;330663;334045;405194;422378;;486366;468824;575003;567147;;298298;356484;370856;408731;;147616;180493;184382;207660;;228969;265599;305647;316157;;307826;350813;375129;431692;;482093;537846;571594;600714;;
3212000;"Powiat pyrzycki";0;250847;259819;0;;0;169726;0;0;;0;216860;232112;0;;0;278620;287525;0;;0;0;0;0;;118450;124397;132570;159708;;84606;84042;103389;103173;;121477;125317;142201;163204;;135650;150069;142441;175964;;176500;209125;201000;296100;;
3213000;"Powiat sławieński";261991;318779;542246;503049;;196921;292728;471690;453937;;330486;313743;598473;454498;;0;318957;415862;288167;;0;0;1311240;810935;;161931;159871;205881;248650;;105751;113886;176912;183016;;161976;170944;211654;277280;;201400;177944;232502;249786;;261200;244583;247747;304024;;
3214000;"Powiat stargardzki";192030;220489;218127;242201;;133412;151617;141450;150720;;192259;210156;217785;236294;;256044;270026;289502;312275;;338106;378424;399871;455747;;161636;179299;210615;226233;;109057;116677;141775;158437;;157851;176572;199793;224116;;200405;218537;259539;270806;;242045;262457;329255;323911;;
3215000;"Powiat szczecinecki";215990;196319;234875;248886;;100417;140546;138837;161119;;177484;197786;196496;231229;;249416;273495;270062;327257;;0;341677;370507;372994;;121887;132997;154896;178974;;82212;85714;108370;117486;;122563;134689;140212;158744;;141598;164980;206389;234461;;182586;199229;246565;283546;;
3216000;"Powiat świdwiński";264613;0;201837;252592;;0;0;0;0;;208164;0;0;0;;269524;0;0;0;;398687;0;0;0;;107953;121383;123438;127956;;71564;63478;76402;87696;;105279;112201;106425;125327;;124747;156851;158112;141559;;189973;197160;208852;190680;;
3217000;"Powiat wałecki";293234;290032;225763;264382;;0;0;135715;0;;222327;0;226571;279406;;330827;0;300848;0;;453589;356181;0;0;;138071;160332;167493;173486;;78743;97475;103853;118134;;130216;142710;159493;166988;;154749;198121;225248;205258;;226185;247577;288583;304494;;
3218000;"Powiat łobeski";0;0;225941;245724;;0;0;0;0;;0;0;209464;226378;;0;0;277725;301000;;0;0;0;0;;88633;100272;115784;119075;;53519;60039;84583;66751;;96725;99681;120523;121920;;100420;126845;140071;141723;;0;121375;138000;206000;;
3261000;"Powiat m. Koszalin";236249;290328;0;0;;0;0;0;0;;259368;230972;0;0;;246800;354914;0;0;;0;0;0;0;;193791;218875;0;0;;131564;154785;0;0;;200194;224625;0;0;;256394;281419;0;0;;301545;366470;0;0;;
3262000;"Powiat m. Szczecin";284738;286326;547013;361117;;174363;188124;166600;231684;;256808;270429;333830;294132;;356466;362825;461769;409172;;529744;514225;736642;651894;;250402;287533;376360;359275;;162458;185679;201294;230603;;230596;263985;289112;334953;;304686;353335;391300;427090;;385779;431611;546059;568723;;
3263000;"Powiat m. Świnoujście";360534;411332;413457;463104;;264302;266363;283876;311011;;365753;425060;420562;516003;;437050;493367;512473;664419;;684182;698954;720733;728701;;329963;402890;398040;464743;;241349;265156;290804;338348;;327359;378908;388587;430314;;416432;506609;524855;569169;;557889;698125;717345;749868;;
